project_id,domain,complexity_level,team_size,duration_months,sprint_length_weeks,num_sprints,total_user_stories,avg_story_points,velocity_per_sprint,tech_stack_difficulty,requirement_volatility_score,actual_effort_hours,actual_cost_usd,risk_level
project_02557,E-commerce,Low,5,4,2,8,12,3.2,12.8,Basic,Low,3348.92,122276.03,Low
project_02558,E-commerce,Medium,6,4,2,8,16,5.0,24.0,Basic,Medium,6249.44,251980.86,Medium
project_02559,Cloud System,High,10,7,2,14,24,5.8,46.4,Advanced,High,36826.56,1908759.5,High
project_02560,E-commerce,Low,3,2,2,4,13,2.8,6.7,Basic,Low,1084.22,43107.79,Low
project_02561,Cloud System,Medium,5,5,2,10,22,4.8,19.2,Basic,Medium,6818.02,274774.14,Medium
project_02562,FinTech,High,8,9,2,18,25,7.3,46.7,Advanced,High,37783.58,2034955.41,High
project_02563,SaaS,Low,4,2,2,4,10,2.6,8.3,Basic,Low,1430.29,44377.96,Low
project_02564,Cloud System,Medium,5,7,2,14,19,5.0,20.0,Basic,High,9948.48,405232.48,High
project_02565,IoT,High,8,8,2,16,22,6.2,39.7,Intermediate,High,29156.45,1537208.35,High
project_02566,EdTech,Low,5,4,2,8,15,2.9,11.6,Basic,Medium,3537.98,115709.58,Low
project_02567,IoT,Medium,6,6,2,12,19,6.0,28.8,Intermediate,High,13723.92,610515.75,High
project_02568,Cloud System,High,11,7,2,14,30,7.4,65.1,Intermediate,High,35281.17,1817017.3,High
project_02569,Healthcare,Low,4,3,2,6,14,3.5,11.2,Basic,Low,2077.25,66356.09,Low
project_02570,IoT,Medium,6,7,2,14,21,5.7,27.4,Intermediate,Medium,13794.86,680060.41,Medium
project_02571,AI Platform,High,10,7,2,14,24,6.4,51.2,Advanced,Medium,32658.18,1700722.03,High
project_02572,AI Platform,Low,4,3,2,6,15,2.9,9.3,Basic,Low,2083.01,64644.38,Low
project_02573,SaaS,Medium,5,7,2,14,18,5.3,21.2,Intermediate,Medium,10857.82,512422.45,Medium
project_02574,FinTech,High,12,12,2,24,29,6.2,59.5,Intermediate,Medium,52749.3,2929121.12,High
project_02575,IoT,Low,5,2,2,4,11,3.2,12.8,Basic,Low,1812.99,57766.23,Low
project_02576,Healthcare,Medium,6,4,2,8,20,4.8,23.0,Intermediate,Low,7256.06,355361.18,Medium
project_02577,Cloud System,High,9,7,2,14,29,6.3,45.4,Intermediate,Medium,24217.63,1256517.08,High
project_02578,EdTech,Low,4,3,2,6,14,3.5,11.2,Basic,Low,2184.8,73682.23,Low
project_02579,IoT,Medium,6,5,2,10,19,5.4,25.9,Intermediate,High,11082.81,451107.42,High
project_02580,EdTech,High,10,6,2,12,30,6.1,48.8,Advanced,High,30428.01,1651609.71,High
project_02581,Cloud System,Low,4,3,2,6,12,2.8,9.0,Basic,Low,2073.57,76255.79,Low
project_02582,SaaS,Medium,8,8,2,16,16,4.5,28.8,Basic,High,18615.06,761032.59,High
project_02583,FinTech,High,12,9,2,18,21,5.7,54.7,Intermediate,Medium,39259.67,2469013.99,High
project_02584,SaaS,Low,4,3,2,6,11,2.1,6.7,Basic,Low,1921.23,74596.29,Low
project_02585,SaaS,Medium,7,4,2,8,20,4.5,25.2,Basic,Medium,7388.28,345601.24,Medium
project_02586,SaaS,High,9,12,2,24,26,5.7,41.0,Intermediate,High,47901.1,2408284.69,High
project_02587,AI Platform,Low,5,3,2,6,15,3.7,14.8,Basic,Low,2627.78,87059.31,Low
project_02588,Cloud System,Medium,5,6,2,12,15,4.5,18.0,Intermediate,Medium,9295.19,369387.74,Medium
project_02589,EdTech,High,8,8,2,16,25,6.5,41.6,Advanced,High,32822.89,1733015.34,High
project_02590,Cloud System,Low,5,3,2,6,12,2.6,10.4,Basic,Low,2533.12,82277.74,Low
project_02591,Cloud System,Medium,7,8,2,16,19,4.6,25.8,Intermediate,Medium,17617.06,727074.02,Medium
project_02592,SaaS,High,12,8,2,16,21,7.3,70.1,Intermediate,High,42892.13,2135844.61,High
project_02593,E-commerce,Low,4,2,2,4,13,2.7,8.6,Basic,Low,1442.05,46328.96,Low
project_02594,E-commerce,Medium,7,6,2,12,16,4.3,24.1,Basic,Low,9225.16,466783.39,Medium
project_02595,EdTech,High,11,7,2,14,30,8.0,70.4,Advanced,Medium,36939.66,1886554.09,High
project_02596,EdTech,Low,4,3,2,6,14,2.3,7.4,Basic,Low,2097.33,72432.11,Low
project_02597,IoT,Medium,5,4,2,8,15,5.4,21.6,Basic,High,6084.4,296840.48,High
project_02598,AI Platform,High,12,9,2,18,21,5.9,56.6,Intermediate,High,46234.68,2710228.42,High
project_02599,E-commerce,Low,5,2,2,4,13,3.6,14.4,Basic,Medium,2048.08,61192.75,Low
project_02600,AI Platform,Medium,8,5,2,10,19,4.3,27.5,Intermediate,High,14513.16,653094.42,High
project_02601,IoT,High,9,11,2,22,22,7.4,53.3,Advanced,Medium,44801.09,2420088.44,High
project_02602,Healthcare,Low,4,3,2,6,12,3.2,10.2,Basic,Low,2156.88,73156.16,Low
project_02603,Cloud System,Medium,7,5,2,10,20,4.0,22.4,Intermediate,Low,10440.92,490784.91,Medium
project_02604,AI Platform,High,11,10,2,20,21,6.8,59.8,Intermediate,High,45918.21,2533106.85,High
project_02605,Healthcare,Low,3,2,2,4,13,3.3,7.9,Basic,Low,1148.3,46091.75,Low
project_02606,EdTech,Medium,6,6,2,12,20,5.3,25.4,Intermediate,Medium,11359.02,546300.88,Medium
project_02607,AI Platform,High,9,7,2,14,28,7.3,52.6,Advanced,High,33336.32,1739144.04,High
project_02608,IoT,Low,3,2,2,4,11,2.9,7.0,Basic,Low,1064.33,33117.47,Low
project_02609,Healthcare,Medium,8,4,2,8,22,5.2,33.3,Intermediate,Medium,10521.14,522552.64,Medium
project_02610,AI Platform,High,10,12,2,24,22,5.7,45.6,Intermediate,High,53318.76,2993373.47,High
project_02611,FinTech,Low,5,4,2,8,13,2.2,8.8,Basic,Low,3323.93,120229.94,Low
project_02612,EdTech,Medium,6,7,2,14,16,4.6,22.1,Intermediate,Medium,13153.25,610447.34,Medium
project_02613,FinTech,High,8,11,2,22,22,5.1,32.6,Advanced,Medium,40567.36,2267287.4,High
project_02614,Cloud System,Low,4,4,2,8,12,3.1,9.9,Basic,Low,2694.78,79175.94,Low
project_02615,EdTech,Medium,8,4,2,8,19,4.8,30.7,Intermediate,Medium,10617.96,455660.0,Medium
project_02616,EdTech,High,10,8,2,16,20,5.6,44.8,Advanced,Medium,35950.55,2107679.35,High
project_02617,Cloud System,Low,3,4,2,8,10,2.2,5.3,Basic,Medium,2150.92,75904.52,Low
project_02618,Healthcare,Medium,6,4,2,8,18,5.8,27.8,Basic,Medium,6194.3,268821.66,Medium
project_02619,FinTech,High,8,11,2,22,26,5.5,35.2,Advanced,High,44279.99,2331784.58,High
project_02620,SaaS,Low,3,3,2,6,14,2.3,5.5,Basic,Low,1583.31,61837.65,Low
project_02621,IoT,Medium,7,4,2,8,18,4.7,26.3,Intermediate,Low,8390.71,355436.47,Medium
project_02622,IoT,High,8,6,2,12,30,6.6,42.2,Advanced,Medium,22567.03,1293946.52,High
project_02623,Healthcare,Low,4,3,2,6,14,3.5,11.2,Basic,Low,2011.49,78383.94,Low
project_02624,Healthcare,Medium,8,6,2,12,19,4.0,25.6,Intermediate,High,16524.95,691986.15,High
project_02625,AI Platform,High,10,8,2,16,22,6.7,53.6,Intermediate,High,35087.23,1984495.63,High
project_02626,Healthcare,Low,5,3,2,6,14,2.2,8.8,Basic,Medium,2717.28,104997.45,Low
project_02627,Cloud System,Medium,8,5,2,10,17,4.7,30.1,Intermediate,High,14586.7,649922.1,High
project_02628,FinTech,High,11,11,2,22,29,7.0,61.6,Advanced,Medium,56385.34,3131957.45,High
project_02629,FinTech,Low,3,2,2,4,14,3.4,8.2,Basic,Low,1149.7,39042.36,Low
project_02630,Cloud System,Medium,5,5,2,10,22,5.5,22.0,Intermediate,Low,7491.63,300538.34,Medium
project_02631,E-commerce,High,10,7,2,14,29,7.1,56.8,Advanced,High,37966.81,2063022.59,High
project_02632,Healthcare,Low,4,2,2,4,10,2.7,8.6,Basic,Medium,1557.03,58652.72,Low
project_02633,IoT,Medium,5,7,2,14,19,5.9,23.6,Intermediate,High,12238.59,572084.87,High
project_02634,Healthcare,High,12,8,2,16,27,7.7,73.9,Intermediate,High,41168.96,2143810.23,High
project_02635,SaaS,Low,3,3,2,6,14,3.3,7.9,Basic,Low,1590.9,53290.67,Low
project_02636,IoT,Medium,6,4,2,8,21,5.6,26.9,Basic,Medium,6663.58,290237.36,Medium
project_02637,Healthcare,High,10,6,2,12,23,7.9,63.2,Intermediate,High,25785.44,1345815.07,High
project_02638,E-commerce,Low,3,3,2,6,15,2.9,7.0,Basic,Low,1555.1,67097.76,Low
project_02639,SaaS,Medium,5,7,2,14,18,5.2,20.8,Intermediate,High,13090.06,587138.92,High
project_02640,SaaS,High,10,10,2,20,25,6.0,48.0,Advanced,High,51409.53,2828273.25,High
project_02641,IoT,Low,5,4,2,8,13,2.1,8.4,Basic,Low,3401.81,105627.81,Low
project_02642,IoT,Medium,6,6,2,12,20,5.4,25.9,Intermediate,Medium,11118.14,493553.13,Medium
project_02643,FinTech,High,10,6,2,12,25,6.6,52.8,Advanced,High,31356.19,1655041.6,High
project_02644,E-commerce,Low,3,4,2,8,15,2.5,6.0,Basic,Medium,2165.09,75397.46,Low
project_02645,E-commerce,Medium,6,8,2,16,21,4.1,19.7,Intermediate,Medium,15577.93,687427.27,Medium
project_02646,Cloud System,High,10,7,2,14,20,6.3,50.4,Advanced,High,37923.67,1819330.54,High
project_02647,SaaS,Low,4,2,2,4,12,2.0,6.4,Basic,Low,1314.83,52180.66,Low
project_02648,SaaS,Medium,8,4,2,8,19,6.0,38.4,Intermediate,Low,9649.02,416844.55,Medium
project_02649,AI Platform,High,9,8,2,16,26,7.7,55.4,Intermediate,High,30734.59,1928765.93,High
project_02650,IoT,Low,4,3,2,6,13,2.1,6.7,Basic,Low,2069.96,61465.1,Low
project_02651,EdTech,Medium,7,6,2,12,22,4.4,24.6,Basic,High,11735.83,486347.4,High
project_02652,IoT,High,8,7,2,14,29,6.4,41.0,Intermediate,Medium,22401.48,1264580.64,High
project_02653,Healthcare,Low,4,3,2,6,12,2.5,8.0,Basic,Medium,2178.55,85613.28,Low
project_02654,FinTech,Medium,5,7,2,14,15,5.1,20.4,Basic,High,9974.46,439410.16,High
project_02655,AI Platform,High,12,6,2,12,24,6.6,63.4,Intermediate,High,32003.26,1733340.86,High
project_02656,Cloud System,Low,5,2,2,4,11,3.7,14.8,Basic,Low,1703.76,67053.18,Low
project_02657,AI Platform,Medium,7,4,2,8,21,5.9,33.0,Basic,Medium,7208.41,286534.94,Medium
project_02658,E-commerce,High,11,9,2,18,28,7.3,64.2,Intermediate,High,41511.42,2121060.99,High
project_02659,EdTech,Low,4,4,2,8,13,3.0,9.6,Basic,Medium,3010.2,105562.17,Low
project_02660,SaaS,Medium,8,7,2,14,18,4.7,30.1,Intermediate,High,19114.91,809385.85,High
project_02661,FinTech,High,9,11,2,22,27,6.0,43.2,Advanced,Medium,43730.2,2269881.02,High
project_02662,E-commerce,Low,3,4,2,8,10,3.1,7.4,Basic,Low,1949.13,66132.12,Low
project_02663,Cloud System,Medium,7,8,2,16,19,4.6,25.8,Intermediate,Medium,16801.85,676457.62,Medium
project_02664,Healthcare,High,12,12,2,24,20,6.0,57.6,Advanced,High,73660.24,4185819.97,High
project_02665,SaaS,Low,5,4,2,8,15,2.4,9.6,Basic,Medium,3705.86,111878.36,Low
project_02666,SaaS,Medium,7,5,2,10,17,5.8,32.5,Intermediate,High,13029.95,514451.48,High
project_02667,SaaS,High,8,7,2,14,23,5.6,35.8,Advanced,High,29150.64,1423821.77,High
project_02668,Healthcare,Low,4,4,2,8,11,3.3,10.6,Basic,Low,2778.71,78451.09,Low
project_02669,Cloud System,Medium,8,5,2,10,15,5.2,33.3,Basic,Medium,10200.68,454654.55,Medium
project_02670,E-commerce,High,10,11,2,22,26,5.4,43.2,Intermediate,High,48559.03,2750987.88,High
project_02671,Healthcare,Low,4,4,2,8,13,3.4,10.9,Basic,Low,2781.2,103705.87,Low
project_02672,E-commerce,Medium,8,8,2,16,19,5.1,32.6,Basic,High,18105.12,729801.61,High
project_02673,SaaS,High,8,8,2,16,27,7.7,49.3,Advanced,Medium,29374.52,1574235.01,High
project_02674,Cloud System,Low,5,4,2,8,13,3.4,13.6,Basic,Low,3399.05,113250.54,Low
project_02675,Healthcare,Medium,8,8,2,16,19,5.6,35.8,Intermediate,Medium,19069.67,848867.95,Medium
project_02676,Healthcare,High,11,11,2,22,24,6.4,56.3,Advanced,High,59932.65,3302996.0,High
project_02677,EdTech,Low,3,2,2,4,11,3.2,7.7,Basic,Low,1134.61,34428.25,Low
project_02678,E-commerce,Medium,8,5,2,10,20,5.2,33.3,Intermediate,Medium,12297.87,536958.15,Medium
project_02679,IoT,High,12,11,2,22,27,7.3,70.1,Advanced,High,64817.44,3653932.45,High
project_02680,E-commerce,Low,3,4,2,8,14,2.7,6.5,Basic,Medium,2252.21,88297.97,Low
project_02681,E-commerce,Medium,7,5,2,10,15,4.6,25.8,Basic,High,10110.09,384791.65,High
project_02682,SaaS,High,10,7,2,14,27,5.0,40.0,Advanced,High,38051.66,2034323.72,High
project_02683,Healthcare,Low,5,3,2,6,14,3.8,15.2,Basic,Low,2638.95,93212.84,Low
project_02684,SaaS,Medium,5,7,2,14,16,4.6,18.4,Intermediate,High,12470.13,580409.94,High
project_02685,EdTech,High,8,6,2,12,22,7.1,45.4,Advanced,High,25308.19,1238020.74,High
project_02686,E-commerce,Low,4,2,2,4,11,2.2,7.0,Basic,Low,1393.67,51161.57,Low
project_02687,AI Platform,Medium,6,6,2,12,16,4.6,22.1,Intermediate,Medium,11423.59,496566.96,Medium
project_02688,AI Platform,High,12,10,2,20,24,5.9,56.6,Advanced,High,58443.74,3230204.03,High
project_02689,Cloud System,Low,4,4,2,8,14,2.9,9.3,Basic,Low,2829.64,80644.33,Low
project_02690,SaaS,Medium,6,4,2,8,19,4.9,23.5,Intermediate,Low,7017.64,302491.99,Medium
project_02691,FinTech,High,9,6,2,12,30,7.4,53.3,Intermediate,High,24731.73,1260559.15,High
project_02692,E-commerce,Low,3,2,2,4,11,3.1,7.4,Basic,Low,1107.47,39518.37,Low
project_02693,AI Platform,Medium,7,4,2,8,18,5.3,29.7,Basic,Low,6274.36,273855.39,Medium
project_02694,Healthcare,High,11,8,2,16,21,7.8,68.6,Advanced,Medium,38953.02,2058745.43,High
project_02695,IoT,Low,4,2,2,4,15,3.0,9.6,Basic,Low,1407.67,52190.5,Low
project_02696,AI Platform,Medium,8,5,2,10,19,5.9,37.8,Basic,High,11686.04,512011.72,High
project_02697,AI Platform,High,10,11,2,22,27,7.2,57.6,Advanced,High,57047.07,3348376.68,High
project_02698,Healthcare,Low,3,3,2,6,14,2.9,7.0,Basic,Low,1599.58,60810.21,Low
project_02699,Healthcare,Medium,6,8,2,16,22,5.0,24.0,Intermediate,High,17791.14,814319.01,High
project_02700,AI Platform,High,8,11,2,22,20,6.9,44.2,Advanced,High,45565.89,2447636.75,High
project_02701,IoT,Low,4,2,2,4,15,3.0,9.6,Basic,Low,1470.9,54677.38,Low
project_02702,AI Platform,Medium,7,7,2,14,20,5.9,33.0,Intermediate,Low,14637.75,570431.05,Medium
project_02703,E-commerce,High,10,9,2,18,22,7.7,61.6,Advanced,High,48348.5,2485151.87,High
project_02704,EdTech,Low,3,4,2,8,10,2.8,6.7,Basic,Low,1951.9,70959.45,Low
project_02705,SaaS,Medium,7,7,2,14,17,5.3,29.7,Basic,Medium,12642.65,551221.29,Medium
project_02706,EdTech,High,11,7,2,14,21,7.1,62.5,Advanced,High,41781.96,2350113.76,High
project_02707,Cloud System,Low,4,2,2,4,13,2.3,7.4,Basic,Low,1331.27,50979.05,Low
project_02708,E-commerce,Medium,6,7,2,14,19,5.5,26.4,Intermediate,Low,11949.62,557292.53,Medium
project_02709,FinTech,High,11,9,2,18,26,5.2,45.8,Intermediate,Medium,35407.74,2274553.87,High
project_02710,IoT,Low,5,2,2,4,10,3.5,14.0,Basic,Medium,1951.35,60249.94,Low
project_02711,AI Platform,Medium,7,6,2,12,15,4.1,23.0,Intermediate,Medium,12396.75,590255.28,Medium
project_02712,Healthcare,High,8,12,2,24,26,6.3,40.3,Advanced,High,47505.69,2905985.68,High
project_02713,EdTech,Low,5,2,2,4,15,4.0,16.0,Basic,Low,1922.27,58104.99,Low
project_02714,SaaS,Medium,5,4,2,8,18,4.8,19.2,Intermediate,Low,5979.45,234802.86,Medium
project_02715,EdTech,High,10,10,2,20,27,6.5,52.0,Intermediate,High,42484.17,2379177.2,High
project_02716,FinTech,Low,3,3,2,6,15,2.4,5.8,Basic,Medium,1665.83,67997.88,Low
project_02717,EdTech,Medium,6,5,2,10,22,4.5,21.6,Basic,Low,7017.0,285668.04,Medium
project_02718,AI Platform,High,12,11,2,22,21,7.7,73.9,Advanced,High,69662.75,3437266.66,High
project_02719,SaaS,Low,3,2,2,4,13,2.8,6.7,Basic,Low,1056.99,36354.08,Low
project_02720,EdTech,Medium,5,5,2,10,16,5.0,20.0,Intermediate,Medium,8188.41,392169.04,Medium
project_02721,SaaS,High,9,11,2,22,27,7.9,56.9,Intermediate,High,41323.26,2642250.42,High
project_02722,E-commerce,Low,4,3,2,6,11,3.2,10.2,Basic,Low,2015.31,69379.66,Low
project_02723,Healthcare,Medium,5,4,2,8,21,5.7,22.8,Intermediate,Low,6320.86,298889.13,Medium
project_02724,IoT,High,12,6,2,12,27,7.1,68.2,Advanced,High,37938.86,2082459.39,High
project_02725,IoT,Low,5,3,2,6,11,2.2,8.8,Basic,Medium,2869.68,96788.12,Low
project_02726,Cloud System,Medium,7,8,2,16,16,4.7,26.3,Intermediate,Medium,17335.63,863385.7,Medium
project_02727,IoT,High,10,11,2,22,26,7.3,58.4,Advanced,High,57180.26,3218914.68,High
project_02728,SaaS,Low,4,4,2,8,14,2.2,7.0,Basic,Medium,2932.56,87536.63,Low
project_02729,Cloud System,Medium,8,4,2,8,22,5.1,32.6,Intermediate,Low,9758.71,393901.79,Medium
project_02730,Cloud System,High,11,9,2,18,23,7.3,64.2,Intermediate,High,42125.36,2069814.3,High
project_02731,Cloud System,Low,3,4,2,8,10,3.9,9.4,Basic,Low,2075.76,72741.66,Low
project_02732,AI Platform,Medium,5,5,2,10,21,4.1,16.4,Basic,High,7269.22,367174.89,High
project_02733,EdTech,High,11,8,2,16,24,7.4,65.1,Advanced,High,45678.32,2506415.04,High
project_02734,E-commerce,Low,5,3,2,6,13,3.8,15.2,Basic,Low,2678.91,102406.89,Low
project_02735,IoT,Medium,5,8,2,16,18,4.2,16.8,Intermediate,High,14437.36,635211.01,High
project_02736,E-commerce,High,10,12,2,24,28,7.3,58.4,Intermediate,High,53121.54,2894934.2,High
project_02737,AI Platform,Low,3,4,2,8,15,2.1,5.0,Basic,Low,2045.96,84628.75,Low
project_02738,Cloud System,Medium,8,6,2,12,20,5.0,32.0,Intermediate,Medium,15629.07,606758.29,Medium
project_02739,FinTech,High,11,10,2,20,24,5.0,44.0,Advanced,High,53587.82,3108131.06,High
project_02740,E-commerce,Low,5,4,2,8,11,2.1,8.4,Basic,Medium,3748.45,117877.31,Low
project_02741,EdTech,Medium,6,8,2,16,16,4.7,22.6,Basic,High,13789.65,572225.34,High
project_02742,EdTech,High,8,8,2,16,28,6.0,38.4,Intermediate,High,28291.16,1479325.35,High
project_02743,IoT,Low,5,4,2,8,12,2.2,8.8,Basic,Low,3390.37,100953.6,Low
project_02744,Healthcare,Medium,6,4,2,8,15,5.7,27.4,Intermediate,High,8411.27,372596.78,High
project_02745,E-commerce,High,10,9,2,18,25,5.4,43.2,Advanced,High,46156.96,2401204.95,High
project_02746,FinTech,Low,4,2,2,4,15,3.1,9.9,Basic,Low,1493.95,51636.53,Low
project_02747,E-commerce,Medium,8,6,2,12,22,5.4,34.6,Basic,Medium,12091.5,532325.43,Medium
project_02748,Healthcare,High,8,6,2,12,22,5.7,36.5,Advanced,Medium,22372.01,1275211.17,High
project_02749,E-commerce,Low,3,4,2,8,13,2.5,6.0,Basic,Low,2117.57,77050.79,Low
project_02750,AI Platform,Medium,7,5,2,10,20,5.3,29.7,Basic,Medium,8851.08,464821.71,Medium
project_02751,EdTech,High,11,7,2,14,25,7.2,63.4,Advanced,High,39825.77,2302030.0,High
project_02752,SaaS,Low,4,3,2,6,14,2.1,6.7,Basic,Medium,2166.79,68075.54,Low
project_02753,Cloud System,Medium,8,5,2,10,16,4.2,26.9,Intermediate,Low,10821.75,440926.37,Medium
project_02754,IoT,High,8,8,2,16,21,5.3,33.9,Advanced,Medium,28994.12,1405683.49,High
project_02755,FinTech,Low,3,4,2,8,12,3.2,7.7,Basic,Low,2141.55,84342.62,Low
project_02756,IoT,Medium,5,8,2,16,18,5.6,22.4,Intermediate,Low,11178.92,498881.2,Medium
project_02757,IoT,High,9,11,2,22,22,5.8,41.8,Intermediate,High,41663.37,2301941.43,High
project_02758,E-commerce,Low,5,3,2,6,14,2.8,11.2,Basic,Low,2668.37,95853.81,Low
project_02759,FinTech,Medium,5,6,2,12,20,5.5,22.0,Intermediate,Low,8904.5,379632.92,Medium
project_02760,SaaS,High,12,6,2,12,26,6.6,63.4,Advanced,High,36519.71,2261163.26,High
project_02761,AI Platform,Low,4,4,2,8,10,2.3,7.4,Basic,Medium,2890.44,97146.51,Low
project_02762,EdTech,Medium,6,7,2,14,21,5.1,24.5,Intermediate,Medium,13527.04,628208.19,Medium
project_02763,Cloud System,High,8,8,2,16,28,6.1,39.0,Advanced,High,32450.59,2024878.46,High
project_02764,Healthcare,Low,5,4,2,8,15,3.5,14.0,Basic,Low,3431.88,117459.24,Low
project_02765,EdTech,Medium,7,7,2,14,20,5.1,28.6,Intermediate,Medium,15071.66,712713.21,Medium
project_02766,SaaS,High,8,11,2,22,24,6.2,39.7,Intermediate,Medium,31926.23,1626123.64,High
project_02767,AI Platform,Low,5,4,2,8,14,2.7,10.8,Basic,Medium,3747.11,126226.62,Low
project_02768,E-commerce,Medium,5,8,2,16,17,4.4,17.6,Intermediate,Medium,13054.75,573891.61,Medium
project_02769,Healthcare,High,8,12,2,24,21,6.0,38.4,Advanced,High,47372.15,2571479.64,High
project_02770,Healthcare,Low,5,2,2,4,15,3.9,15.6,Basic,Low,1862.65,67652.21,Low
project_02771,E-commerce,Medium,5,6,2,12,20,5.7,22.8,Intermediate,Medium,9514.35,441102.65,Medium
project_02772,Cloud System,High,8,6,2,12,27,7.9,50.6,Advanced,High,26249.08,1321438.58,High
project_02773,Cloud System,Low,4,4,2,8,11,3.9,12.5,Basic,Low,2604.47,99323.41,Low
project_02774,EdTech,Medium,8,4,2,8,19,4.5,28.8,Intermediate,Low,9489.6,405878.47,Medium
project_02775,EdTech,High,12,12,2,24,25,8.0,76.8,Intermediate,High,61341.49,3212032.78,High
project_02776,Healthcare,Low,5,2,2,4,12,3.6,14.4,Basic,Low,1849.57,55553.92,Low
project_02777,FinTech,Medium,8,6,2,12,21,4.2,26.9,Basic,Medium,11917.06,499681.72,Medium
project_02778,AI Platform,High,11,9,2,18,29,5.5,48.4,Advanced,High,51738.53,2993548.23,High
project_02779,EdTech,Low,5,3,2,6,15,2.2,8.8,Basic,Low,2612.77,94490.68,Low
project_02780,FinTech,Medium,7,8,2,16,15,5.5,30.8,Basic,Medium,14475.45,619324.41,Medium
project_02781,EdTech,High,11,10,2,20,21,6.2,54.6,Advanced,High,56330.63,3170508.3,High
project_02782,IoT,Low,3,3,2,6,11,3.6,8.6,Basic,Medium,1787.0,65017.38,Low
project_02783,E-commerce,Medium,5,7,2,14,18,4.5,18.0,Intermediate,High,12525.81,600463.67,High
project_02784,E-commerce,High,11,8,2,16,27,7.1,62.5,Advanced,Medium,41083.13,2077716.28,High
project_02785,Cloud System,Low,5,4,2,8,13,3.9,15.6,Basic,Medium,3887.75,138472.62,Low
project_02786,SaaS,Medium,7,4,2,8,22,5.0,28.0,Intermediate,Medium,8766.36,432433.69,Medium
project_02787,Healthcare,High,12,9,2,18,23,7.5,72.0,Advanced,Medium,49161.95,2553167.09,High
project_02788,SaaS,Low,4,4,2,8,10,2.9,9.3,Basic,Low,2804.78,102129.61,Low
project_02789,IoT,Medium,5,6,2,12,22,4.6,18.4,Intermediate,Medium,9857.63,407217.01,Medium
project_02790,SaaS,High,11,6,2,12,30,5.4,47.5,Advanced,High,35087.0,2060896.37,High
project_02791,Healthcare,Low,3,2,2,4,10,2.9,7.0,Basic,Medium,1216.12,44451.29,Low
project_02792,IoT,Medium,8,5,2,10,22,4.2,26.9,Basic,Medium,10207.56,506096.36,Medium
project_02793,AI Platform,High,8,12,2,24,24,7.7,49.3,Intermediate,High,40933.35,2429972.29,High
project_02794,EdTech,Low,5,2,2,4,12,3.0,12.0,Basic,Low,1702.48,64918.6,Low
project_02795,SaaS,Medium,8,6,2,12,22,5.8,37.1,Intermediate,Medium,15340.24,767759.45,Medium
project_02796,E-commerce,High,11,6,2,12,26,7.4,65.1,Advanced,High,36458.82,1848312.9,High
project_02797,AI Platform,Low,3,3,2,6,15,3.1,7.4,Basic,Medium,1797.81,55648.73,Low
project_02798,Healthcare,Medium,7,8,2,16,15,5.8,32.5,Intermediate,Low,15871.11,647283.3,Medium
project_02799,Cloud System,High,9,8,2,16,30,7.0,50.4,Advanced,High,39050.74,2233363.51,High
project_02800,IoT,Low,5,2,2,4,10,3.3,13.2,Basic,Low,1682.52,67738.92,Low
project_02801,FinTech,Medium,7,8,2,16,17,5.1,28.6,Basic,Low,13052.9,493457.58,Medium
project_02802,SaaS,High,10,8,2,16,28,5.3,42.4,Advanced,High,42887.07,2427036.44,High
project_02803,EdTech,Low,3,2,2,4,14,2.4,5.8,Basic,Low,1060.85,34317.95,Low
project_02804,IoT,Medium,5,4,2,8,20,5.1,20.4,Basic,Low,4652.25,186000.45,Medium
project_02805,FinTech,High,11,7,2,14,23,6.7,59.0,Intermediate,Medium,29521.68,1723938.0,High
project_02806,FinTech,Low,4,4,2,8,14,3.0,9.6,Basic,Low,2658.71,81660.84,Low
project_02807,Cloud System,Medium,7,8,2,16,21,5.6,31.4,Basic,Medium,13736.28,599896.87,Medium
project_02808,IoT,High,12,10,2,20,21,6.0,57.6,Advanced,High,58681.28,3387553.97,High
project_02809,E-commerce,Low,3,2,2,4,11,2.4,5.8,Basic,Medium,1164.45,40512.19,Low
project_02810,E-commerce,Medium,7,8,2,16,17,4.7,26.3,Intermediate,Low,15458.96,664907.37,Medium
project_02811,AI Platform,High,10,10,2,20,27,6.6,52.8,Intermediate,Medium,38513.22,2270301.76,High
project_02812,SaaS,Low,5,2,2,4,15,3.6,14.4,Basic,Low,1823.48,65942.08,Low
project_02813,SaaS,Medium,5,7,2,14,17,4.7,18.8,Basic,Low,8083.79,385803.33,Medium
project_02814,SaaS,High,12,12,2,24,20,7.2,69.1,Advanced,Medium,65037.96,3222250.82,High
project_02815,Cloud System,Low,4,2,2,4,11,2.3,7.4,Basic,Low,1410.92,53760.26,Low
project_02816,AI Platform,Medium,6,8,2,16,15,5.0,24.0,Intermediate,Low,13171.49,669161.86,Medium
project_02817,AI Platform,High,12,12,2,24,23,6.8,65.3,Advanced,High,71641.33,4084013.01,High
project_02818,E-commerce,Low,3,3,2,6,15,3.8,9.1,Basic,Low,1701.08,52841.86,Low
project_02819,FinTech,Medium,7,7,2,14,20,5.9,33.0,Intermediate,High,17385.13,717448.17,High
project_02820,EdTech,High,11,12,2,24,27,5.5,48.4,Advanced,Medium,57412.92,3478059.08,High
project_02821,FinTech,Low,3,3,2,6,14,2.0,4.8,Basic,Medium,1735.32,55513.79,Low
